0,1
AWK,Tcl
ActionScript,Haxe
ActionScript,TypeScript
Active_Oberon,Go_(programming_language)
Actor_model,Joule_(programming_language)
Actor_model_middle_history,Io_(programming_language)
Ada_(programming_language),C++
Ada_(programming_language),Chapel_(programming_language)
Ada_(programming_language),D_(programming_language)
Ada_(programming_language),Drago_(programming_language)
Ada_(programming_language),Eiffel_(programming_language)
Ada_(programming_language),Java_(programming_language)
Ada_(programming_language),Nim_(programming_language)
Ada_(programming_language),PL/SQL
Ada_(programming_language),PL/pgSQL
Ada_(programming_language),ParaSail_(programming_language)
Ada_(programming_language),Python_(programming_language)
Ada_(programming_language),Ruby_(programming_language)
Ada_(programming_language),SPARK_(programming_language)
Ada_(programming_language),SQL/PSM
Ada_(programming_language),Seed7
Ada_(programming_language),VHDL
Ada_(programming_language),Verilog
Agda_(programming_language),Idris_(programming_language)
AgentCubes,Scratch_(programming_language)
AgentSheets,AgentCubes
AgentSheets,Etoys_(programming_language)
AgentSheets,Scratch_(programming_language)
Alef_(programming_language),Go_(programming_language)
Alef_(programming_language),Limbo_(programming_language)
Alef_(programming_language),Rust_(programming_language)
Alphard_(programming_language),CLU_(programming_language)
Apache_Groovy,Kotlin_(programming_language)
Asm.js,WebAssembly
Assembly_language,C_(programming_language)
Assembly_language,Speedcoding
BASIC,Bs_(programming_language)
BASIC,COMAL
BASIC,GRASS_(programming_language)
BASIC,Perl
BASIC,Ring_(programming_language)
BASIC,Ruby_(programming_language)
BASIC,Visual_Basic_(classic)
BASIC,Visual_Basic_.NET
BASIC-PLUS,Microsoft_BASIC
BBN_LISP,Interlisp
BCPL,B_(programming_language)
BCPL,C++
BCPL,C_(programming_language)
BCPL,Go_(programming_language)
BETA_(programming_language),Newspeak_(programming_language)
B_(programming_language),C_(programming_language)
B_(programming_language),TMG_(language)
Begriffsschrift,Plankalkül
Boo_(programming_language),Genie_(programming_language)
Boo_(programming_language),Mirah_(programming_language)
Boo_(programming_language),Vala_(programming_language)
Burroughs_large_systems,Burroughs_MCP
Burroughs_large_systems,Executive_Systems_Problem_Oriented_Language
Burroughs_large_systems,NEWP
Burroughs_large_systems,Smalltalk
C*,Dataparallel-C
C++,ATS_(programming_language)
C++,Ada_(programming_language)
C++,C99
C++,COBOL
C++,C_Sharp_(programming_language)
C++,Carbon_(programming_language)
C++,Chapel_(programming_language)
C++,Clojure
C++,D_(programming_language)
C++,Dart_(programming_language)
C++,Haxe
C++,JS++
C++,Java_(programming_language)
C++,Lua_(programming_language)
C++,Nim_(programming_language)
C++,Objective-C
C++,PHP
C++,Perl
C++,Python_(programming_language)
C++,Qore_(programming_language)
C++,Ruby_(programming_language)
C++,Rust_(programming_language)
C++,Seed7
C++,Squirrel_(programming_language)
C++,SystemVerilog
C++,Vala_(programming_language)
C++,Wolfram_Language
C++,Zig_(programming_language)
CAL_(programming_language),SUPER_BASIC
CLU_(programming_language),Ada_(programming_language)
CLU_(programming_language),Argus_(programming_language)
CLU_(programming_language),C++
CLU_(programming_language),Java_(programming_language)
CLU_(programming_language),Lua_(programming_language)
CLU_(programming_language),Python_(programming_language)
CLU_(programming_language),Ruby_(programming_language)
CLU_(programming_language),Sather
CLU_(programming_language),Swift_(programming_language)
CMS_EXEC,Rexx
COBOL,CobolScript
COBOL,EGL_(programming_language)
COBOL,PL/I
COBOL,Programming_Language_for_Business
COMIT,SNOBOL
COMTRAN,AIMACO
COMTRAN,COBOL
COWSEL,POP-2
CPL_(programming_language),BCPL
CPL_(programming_language),COWSEL
CPL_(programming_language),C_(programming_language)
CPL_(programming_language),POP-2
CS-1_(programming_language),CMS-2
C_(programming_language),AMPL
C_(programming_language),AWK
C_(programming_language),Alef_(programming_language)
C_(programming_language),Bs_(programming_language)
C_(programming_language),C++
C_(programming_language),C--
C_(programming_language),C_Sharp_(programming_language)
C_(programming_language),C_shell
C_(programming_language),Category:C_programming_language_family
C_(programming_language),Chapel_(programming_language)
C_(programming_language),Crystal_(programming_language)
C_(programming_language),Cyclone_(programming_language)
C_(programming_language),D_(programming_language)
C_(programming_language),Dart_(programming_language)
C_(programming_language),ECMAScript
C_(programming_language),FreeBASIC
C_(programming_language),Go_(programming_language)
C_(programming_language),JS++
C_(programming_language),JavaScript
C_(programming_language),Java_(programming_language)
C_(programming_language),Julia_(programming_language)
C_(programming_language),LPMud
C_(programming_language),Limbo_(programming_language)
C_(programming_language),MUD
C_(programming_language),Newsqueak
C_(programming_language),Nim_(programming_language)
C_(programming_language),OCaml
C_(programming_language),Objective-C
C_(programming_language),PHP
C_(programming_language),Perl
C_(programming_language),Processing
C_(programming_language),Python_(programming_language)
C_(programming_language),Ratfor
C_(programming_language),Ring_(programming_language)
C_(programming_language),Rust_(programming_language)
C_(programming_language),SAC_programming_language
C_(programming_language),SISAL
C_(programming_language),S_(programming_language)
C_(programming_language),Seed7
C_(programming_language),Vala_(programming_language)
C_(programming_language),Verilog
C_(programming_language),Whiley_(programming_language)
C_(programming_language),Wolfram_Language
C_(programming_language),ZPL_(programming_language)
C_(programming_language),Zig_(programming_language)
C_Sharp_(programming_language),Boo_(programming_language)
C_Sharp_(programming_language),Chapel_(programming_language)
C_Sharp_(programming_language),Clojure
C_Sharp_(programming_language),Cobra_(programming_language)
C_Sharp_(programming_language),Crystal_(programming_language)
C_Sharp_(programming_language),Cω
C_Sharp_(programming_language),D_(programming_language)
C_Sharp_(programming_language),Dart_(programming_language)
C_Sharp_(programming_language),F_Sharp_(programming_language)
C_Sharp_(programming_language),Fantom_(programming_language)
C_Sharp_(programming_language),Gosu_(programming_language)
C_Sharp_(programming_language),Hack_(programming_language)
C_Sharp_(programming_language),Haxe
C_Sharp_(programming_language),JS++
C_Sharp_(programming_language),Java_(programming_language)
C_Sharp_(programming_language),Kotlin_(programming_language)
C_Sharp_(programming_language),Nemerle
C_Sharp_(programming_language),Oxygene_(programming_language)
C_Sharp_(programming_language),Polyphonic_C_Sharp
C_Sharp_(programming_language),PowerShell
C_Sharp_(programming_language),Ring_(programming_language)
C_Sharp_(programming_language),Rust_(programming_language)
C_Sharp_(programming_language),Swift_(programming_language)
C_Sharp_(programming_language),TypeScript
C_Sharp_(programming_language),Vala_(programming_language)
C_Sharp_(programming_language),Visual_J_Sharp
Caml,OCaml
Clean_(programming_language),Haskell
Clean_(programming_language),Idris_(programming_language)
Clojure,Elixir_(programming_language)
Clojure,Hy
Clojure,LFE_(programming_language)
CoffeeScript,ECMAScript
CoffeeScript,LiveScript
CoffeeScript,Lua_(programming_language)
Common_Lisp,*Lisp
Common_Lisp,AutoLISP
Common_Lisp,Cadence_SKILL
Common_Lisp,Clojure
Common_Lisp,Cyc
Common_Lisp,Dylan_(programming_language)
Common_Lisp,Emacs_Lisp
Common_Lisp,EuLisp
Common_Lisp,Hy
Common_Lisp,ISLISP
Common_Lisp,Julia_(programming_language)
Common_Lisp,LFE_(programming_language)
Common_Lisp,Moose_(Perl)
Common_Lisp,R_(programming_language)
Common_Lisp,Sather
Common_Lisp,Scala_(programming_language)
Common_Lisp_Object_System,Cadence_SKILL
Common_Lisp_Object_System,Dylan_(programming_language)
Common_Lisp_Object_System,EuLisp
Communicating_sequential_processes,Concurrent_Euclid
Communicating_sequential_processes,Go_(programming_language)
Communicating_sequential_processes,Limbo_(programming_language)
Communicating_sequential_processes,Newsqueak
Communicating_sequential_processes,Occam_(programming_language)
Concurrent_Euclid,Turing_(programming_language)
Control_Language,PowerShell
Coq,Agda_(programming_language)
Coq,F*_(programming_language)
Coq,Idris_(programming_language)
Coq,Lean_(proof_assistant)
Cray_MTA,Chapel_(programming_language)
Cray_XMT,Chapel_(programming_language)
Cyclone_(programming_language),Project_Verona
Cyclone_(programming_language),Rust_(programming_language)
Cω,C_Sharp_(programming_language)
Cω,Joins_(concurrency_library)
Cω,Language_Integrated_Query
DARSIMCO,DOPE_(Dartmouth_Oversimplified_Programming_Experiment)
DARSIMCO,Dartmouth_BASIC
DIGITAL_Command_Language,PowerShell
DOPE_(Dartmouth_Oversimplified_Programming_Experiment),Dartmouth_BASIC
D_(programming_language),C++11
D_(programming_language),C++14
D_(programming_language),C++17
D_(programming_language),C++20
D_(programming_language),C_Sharp_(programming_language)
D_(programming_language),Genie_(programming_language)
D_(programming_language),Go_(programming_language)
D_(programming_language),Qore_(programming_language)
D_(programming_language),Swift_(programming_language)
D_(programming_language),Vala_(programming_language)
Dafny,F*_(programming_language)
Dartmouth_ALGOL_30,DOPE_(Dartmouth_Oversimplified_Programming_Experiment)
Dartmouth_ALGOL_30,Dartmouth_Time_Sharing_System
Dartmouth_BASIC,BASIC-PLUS
Dartmouth_BASIC,List_of_BASIC_dialects
Dartmouth_BASIC,SUPER_BASIC
Datalog,SQL
Delphi_(Programming_Language),Oxygene_(programming_language)
Dependent_ML,ATS_(programming_language)
Dylan_(programming_language),Julia_(programming_language)
Dylan_(programming_language),Lasso_(programming_language)
Dylan_(programming_language),NewtonScript
Dylan_(programming_language),Python_(programming_language)
Dylan_(programming_language),Ruby_(programming_language)
ECMAScript,Haxe
EISPACK,MATLAB
EXEC_2,Rexx
E_(programming_language),Newspeak_(programming_language)
E_(programming_language),Pony_(programming_language)
Ed_(text_editor),Sed
Eiffel_(programming_language),Ada_(programming_language)
Eiffel_(programming_language),Albatross_(programming_language)
Eiffel_(programming_language),COBOL
Eiffel_(programming_language),C_Sharp_(programming_language)
Eiffel_(programming_language),Cobra_(programming_language)
Eiffel_(programming_language),D_(programming_language)
Eiffel_(programming_language),Java_(programming_language)
Eiffel_(programming_language),Kotlin_(programming_language)
Eiffel_(programming_language),Racket_(programming_language)
Eiffel_(programming_language),Ruby_(programming_language)
Eiffel_(programming_language),SPARK_(programming_language)
Eiffel_(programming_language),Sather
Eiffel_(programming_language),Scala_(programming_language)
Elixir_(programming_language),LFE_(programming_language)
Elm_(programming_language),Redux_(JavaScript_library)
Elm_(programming_language),Vue.js
Epigram_(programming_language),Agda_(programming_language)
Epigram_(programming_language),Idris_(programming_language)
Erlang_(programming_language),Akka_(toolkit)
Erlang_(programming_language),Clojure
Erlang_(programming_language),Dart_(programming_language)
Erlang_(programming_language),Elixir_(programming_language)
Erlang_(programming_language),F_Sharp_(programming_language)
Erlang_(programming_language),Fantom_(programming_language)
Erlang_(programming_language),Go_(programming_language)
Erlang_(programming_language),LFE_(programming_language)
Erlang_(programming_language),Opa_(programming_language)
Erlang_(programming_language),Oz_(programming_language)
Erlang_(programming_language),Rust_(programming_language)
Erlang_(programming_language),Scala_(programming_language)
Etoys_(programming_language),Croquet_OS
Etoys_(programming_language),Scratch_(programming_language)
EuLisp,Dylan_(programming_language)
EuLisp,ISLISP
Euclid_(programming_language),Concurrent_Euclid
Euclid_(programming_language),Mesa_(programming_language)
Euclid_(programming_language),Modula-2
Euclid_(programming_language),Modula-3
Euclid_(programming_language),Turing_(programming_language)
Euler_(programming_language),Smalltalk
Executive_Systems_Problem_Oriented_Language,NEWP
Extensible_Application_Markup_Language,QML
FACT_(computer_language),COBOL
FLOW-MATIC,AIMACO
FLOW-MATIC,COBOL
FLOW-MATIC,COMTRAN
FLOW-MATIC,MATH-MATIC
FOCAL_(programming_language),BASIC-PLUS
FP_(programming_language),FL_(programming_language)
FP_(programming_language),Haskell
FP_(programming_language),Joy_(programming_language)
F_Sharp_(programming_language),C_Sharp_(programming_language)
F_Sharp_(programming_language),Elm_(programming_language)
F_Sharp_(programming_language),F*_(programming_language)
F_Sharp_(programming_language),Flix_(programming_language)
F_Sharp_(programming_language),Idris_(programming_language)
F_Sharp_(programming_language),LiveScript
F_Sharp_(programming_language),Scala_(programming_language)
Forth_(programming_language),Factor_(programming_language)
Forth_(programming_language),Joy_(programming_language)
Forth_(programming_language),PostScript
Forth_(programming_language),RPL_(programming_language)
Forth_(programming_language),Rebol
Fortran,ALGOL_58
Fortran,BASIC
Fortran,CMS-2
Fortran,CORAL
Fortran,C_(programming_language)
Fortran,Chapel_(programming_language)
Fortran,DOPE_(Dartmouth_Oversimplified_Programming_Experiment)
Fortran,Dartmouth_BASIC
Fortran,Fortress_(programming_language)
Fortran,IDL_(programming_language)
Fortran,MUMPS
Fortran,PACT_(compiler)
Fortran,PL/I
Fortran,Ratfor
Fortran,SISAL
Fortran,S_(programming_language)
Fortran,Verilog
Fortran,Wolfram_Language
GW-BASIC,MSX_BASIC
GW-BASIC,QBasic
GW-BASIC,QuickBASIC
General_Algebraic_Modeling_System,Pyomo
Go_(programming_language),Crystal_(programming_language)
Go_(programming_language),Flix_(programming_language)
Go_(programming_language),Zig_(programming_language)
Gofer_(programming_language),Haskell
Google_Native_Client,WebAssembly
Gosu_(programming_language),Kotlin_(programming_language)
HTML,PHP
Hack_(programming_language),PHP
Haskell,Agda_(programming_language)
Haskell,Bluespec
Haskell,C++11
Haskell,C_Sharp_(programming_language)
Haskell,Clean_(programming_language)
Haskell,Clojure
Haskell,CoffeeScript
Haskell,Concepts_(C++)
Haskell,Curry_(programming_language)
Haskell,Elm_(programming_language)
Haskell,Epigram_(programming_language)
Haskell,Escher_(programming_language)
Haskell,EuLisp
Haskell,F_Sharp_(programming_language)
Haskell,Flix_(programming_language)
Haskell,Fortress_(programming_language)
Haskell,Generics_in_Java
Haskell,Hack_(programming_language)
Haskell,Idris_(programming_language)
Haskell,Isabelle_(proof_assistant)
Haskell,Java_(programming_language)
Haskell,Language_Integrated_Query
Haskell,Lean_(proof_assistant)
Haskell,Lennart_Augustsson
Haskell,LiveScript
Haskell,Mercury_(programming_language)
Haskell,PureScript
Haskell,Python_(programming_language)
Haskell,Raku_(programming_language)
Haskell,Rust_(programming_language)
Haskell,Scala_(programming_language)
Haskell,Swift_(programming_language)
Haskell,Visual_Basic_.NET
Haskell,Wikipedia:Citation_needed
Haskell,Ωmega
Hibernate_(framework),Jakarta_Persistence_Query_Language
High_Performance_Fortran,Chapel_(programming_language)
History_of_type_theory,Escher_(programming_language)
Hope_(programming_language),Haskell
Hope_(programming_language),Mercury_(programming_language)
Hope_(programming_language),Miranda_(programming_language)
Hope_(programming_language),Standard_ML
Hy,LFE_(programming_language)
HyperCard,Etoys_(programming_language)
HyperCard,Scratch_(programming_language)
HyperTalk,ActionScript
HyperTalk,AppleScript
HyperTalk,ECMAScript
HyperTalk,JavaScript
HyperTalk,Lingo_(programming_language)
HyperTalk,LiveCode
HyperTalk,SenseTalk
HyperTalk,SuperTalk
IBM_BASIC,GW-BASIC
IMP_(programming_language),Smalltalk
ISLISP,OpenLisp
ISWIM,Clean_(programming_language)
ISWIM,Haskell
ISWIM,Lucid_(programming_language)
ISWIM,ML_(programming_language)
ISWIM,Miranda_(programming_language)
ISWIM,SASL_(programming_language)
Icon_(programming_language),C_Sharp_(programming_language)
Icon_(programming_language),Python_(programming_language)
Icon_(programming_language),Tps://github.com/proebsting/goaldi
Id_(programming_language),Haskell
Information_Processing_Language,Lisp_(programming_language)
Interlisp,Common_Lisp
Interlisp,EuLisp
Interlisp,Lisp_Machine_Lisp
Interpress,PostScript
Io_(programming_language),Ioke_(programming_language)
JOSS,BASIC
JOSS,CAL_(programming_language)
JOSS,FOCAL_(programming_language)
JOSS,MUMPS
JOSS,SUPER_BASIC
JOSS,TELCOMP
JOVIAL,CMS-2
JOVIAL,CORAL
JOVIAL,SYMPL
JSON,QML
J_(programming_language),NumPy
J_(programming_language),SuperCollider
JavaScript,ActionScript
JavaScript,Asm.js
JavaScript,AssemblyScript
JavaScript,BeanShell
JavaScript,CoffeeScript
JavaScript,Dart_(programming_language)
JavaScript,Haxe
JavaScript,JS++
JavaScript,Kotlin_(programming_language)
JavaScript,LiveScript
JavaScript,Objective-J
JavaScript,Opa_(programming_language)
JavaScript,PHP
JavaScript,PureScript
JavaScript,QML
JavaScript,Raku_(programming_language)
JavaScript,Squirrel_(programming_language)
JavaScript,TypeScript
JavaScript,Zig_(programming_language)
Java_(programming_language),ActionScript
Java_(programming_language),Ada_(programming_language)
Java_(programming_language),Apache_Groovy
Java_(programming_language),BeanShell
Java_(programming_language),C_Sharp_(programming_language)
Java_(programming_language),Ceylon_(programming_language)
Java_(programming_language),Chapel_(programming_language)
Java_(programming_language),Clojure
Java_(programming_language),Cool_(programming_language)
Java_(programming_language),D_(programming_language)
Java_(programming_language),Dart_(programming_language)
Java_(programming_language),ECMAScript
Java_(programming_language),E_(programming_language)
Java_(programming_language),Fantom_(programming_language)
Java_(programming_language),Gambas
Java_(programming_language),Gosu_(programming_language)
Java_(programming_language),Hack_(programming_language)
Java_(programming_language),Haxe
Java_(programming_language),JS++
Java_(programming_language),JavaScript
Java_(programming_language),Kotlin_(programming_language)
Java_(programming_language),Mirah_(programming_language)
Java_(programming_language),NetRexx
Java_(programming_language),PHP
Java_(programming_language),Pizza_(programming_language)
Java_(programming_language),Python_(programming_language)
Java_(programming_language),Qore_(programming_language)
Java_(programming_language),Scala_(programming_language)
Java_(programming_language),Seed7
Java_(programming_language),SystemVerilog
Java_(programming_language),Tea_(programming_language)
Java_(programming_language),TypeScript
Java_(programming_language),Vala_(programming_language)
Java_(programming_language),Visual_J_Sharp
Java_(programming_language),Whiley_(programming_language)
Job_Control_Language,Control_Language
Join-calculus,Polyphonic_C_Sharp
Joule_(programming_language),E_(programming_language)
Joy_(programming_language),Cat_(programming_language)
Joy_(programming_language),Factor_(programming_language)
Joy_(programming_language),Trith_(programming_language)
K_(programming_language),Q_(programming_language_from_Kx_Systems)
K_(programming_language),Tps://shakti.com/
Kawa_(Scheme_implementation),Hy
Kent_Recursive_Calculator,Haskell
Kent_Recursive_Calculator,Miranda_(programming_language)
KornShell,PowerShell
LINPACK,MATLAB
LLVM,Zig_(programming_language)
Laning_and_Zierler_system,FLOW-MATIC
Le_Lisp,EuLisp
Le_Lisp,ISLISP
Le_Lisp,OpenLisp
Lean_(proof_assistant),F*_(programming_language)
Limbo_(programming_language),Go_(programming_language)
Limbo_(programming_language),Rust_(programming_language)
Limbo_(programming_language),Stackless_Python
Lisp_(programming_language),*Lisp
Lisp_(programming_language),AgentCubes
Lisp_(programming_language),AgentSheets
Lisp_(programming_language),AutoLISP
Lisp_(programming_language),CLIPS
Lisp_(programming_language),CLU_(programming_language)
Lisp_(programming_language),COWSEL
Lisp_(programming_language),Ceylon_(programming_language)
Lisp_(programming_language),Common_Lisp
Lisp_(programming_language),Dylan_(programming_language)
Lisp_(programming_language),Elixir_(programming_language)
Lisp_(programming_language),Erlang_(programming_language)
Lisp_(programming_language),Factor_(programming_language)
Lisp_(programming_language),Forth_(programming_language)
Lisp_(programming_language),Gambit_(Scheme_implementation)
Lisp_(programming_language),Haskell
Lisp_(programming_language),ISWIM
Lisp_(programming_language),Interlisp
Lisp_(programming_language),Io_(programming_language)
Lisp_(programming_language),Ioke_(programming_language)
Lisp_(programming_language),JavaScript
Lisp_(programming_language),Java_(programming_language)
Lisp_(programming_language),Julia_(programming_language)
Lisp_(programming_language),Kawa_(Scheme_implementation)
Lisp_(programming_language),Le_Lisp
Lisp_(programming_language),Lisp_Machine_Lisp
Lisp_(programming_language),Logo_(programming_language)
Lisp_(programming_language),Lua_(programming_language)
Lisp_(programming_language),MDL_(programming_language)
Lisp_(programming_language),ML_(programming_language)
Lisp_(programming_language),MultiLisp
Lisp_(programming_language),Nemerle
Lisp_(programming_language),Nial
Lisp_(programming_language),Nim_(programming_language)
Lisp_(programming_language),Nu_(programming_language)
Lisp_(programming_language),OPS5
Lisp_(programming_language),OpenLisp
Lisp_(programming_language),Oz_(programming_language)
Lisp_(programming_language),POP-11
Lisp_(programming_language),POP-2
Lisp_(programming_language),Perl
Lisp_(programming_language),PostScript
Lisp_(programming_language),Python_(programming_language)
Lisp_(programming_language),RPL_(programming_language)
Lisp_(programming_language),R_(programming_language)
Lisp_(programming_language),Rebol
Lisp_(programming_language),Ruby_(programming_language)
Lisp_(programming_language),Scala_(programming_language)
Lisp_(programming_language),Scheme_(programming_language)
Lisp_(programming_language),Smalltalk
Lisp_(programming_language),Squeak
Lisp_(programming_language),Swift_(programming_language)
Lisp_(programming_language),Tcl
Lisp_(programming_language),Wolfram_Language
Lisp_Machine_Lisp,Common_Lisp
Logic_programming,Joule_(programming_language)
Logo_(programming_language),AgentCubes
Logo_(programming_language),AgentSheets
Logo_(programming_language),Boxer_(programming_environment)
Logo_(programming_language),Etoys_(programming_language)
Logo_(programming_language),Microsoft_Small_Basic
Logo_(programming_language),NetLogo
Logo_(programming_language),Rebol
Logo_(programming_language),Scratch_(programming_language)
Logo_(programming_language),Smalltalk
Logo_(programming_language),Snap!_(programming_language)
Logo_(programming_language),Squeak
Logo_(programming_language),StarLogo
Logo_(programming_language),Turtlestitch
Lua_(programming_language),C--
Lua_(programming_language),GameMonkey_Script
Lua_(programming_language),Haxe
Lua_(programming_language),Io_(programming_language)
Lua_(programming_language),JavaScript
Lua_(programming_language),Julia_(programming_language)
Lua_(programming_language),Red_(programming_language)
Lua_(programming_language),Ring_(programming_language)
Lua_(programming_language),Ruby_(programming_language)
Lua_(programming_language),Squirrel_(programming_language)
Lucid_(programming_language),Lustre_(programming_language)
Lucid_(programming_language),Pure_Data
Lucid_(programming_language),SISAL
MATH-MATIC,UNICODE_(programming_language)
MATLAB,GNU_Octave
MATLAB,INTLAB
MATLAB,Julia_(programming_language)
MATLAB,Scilab
MDL_(programming_language),Actor_model
MDL_(programming_language),Common_Lisp
MDL_(programming_language),Interactive_fiction
MDL_(programming_language),Java_(programming_language)
MDL_(programming_language),Planner_(programming_language)
MDL_(programming_language),Prolog
MDL_(programming_language),Scheme_(programming_language)
MDL_(programming_language),Smalltalk
MDL_(programming_language),ZIL_(Zork_Implementation_Language)
ML_(programming_language),ATS_(programming_language)
ML_(programming_language),Alice_(programming_language)
ML_(programming_language),C++
ML_(programming_language),C_Sharp_(programming_language)
ML_(programming_language),Caml
ML_(programming_language),Ceylon_(programming_language)
ML_(programming_language),Clojure
ML_(programming_language),Cool_(programming_language)
ML_(programming_language),Coq
ML_(programming_language),Cyclone_(programming_language)
ML_(programming_language),Elm_(programming_language)
ML_(programming_language),Erlang_(programming_language)
ML_(programming_language),F*_(programming_language)
ML_(programming_language),F_Sharp_(programming_language)
ML_(programming_language),Haskell
ML_(programming_language),Idris_(programming_language)
ML_(programming_language),Kotlin_(programming_language)
ML_(programming_language),Lean_(proof_assistant)
ML_(programming_language),Miranda_(programming_language)
ML_(programming_language),Nemerle
ML_(programming_language),OCaml
ML_(programming_language),Opa_(programming_language)
ML_(programming_language),ParaSail_(programming_language)
ML_(programming_language),Rust_(programming_language)
ML_(programming_language),Scala_(programming_language)
ML_(programming_language),Standard_ML
MSX_BASIC,Vilnius_BASIC
MUMPS,Caché_ObjectScript
MUMPS,Profile_Scripting_Language
Machine_code,Speedcoding
Maclisp,Common_Lisp
Maclisp,Emacs_Lisp
Maclisp,LFE_(programming_language)
Maclisp,Lisp_Machine_Lisp
Maker_culture,Turtlestitch
Mathematical_notation,APL_(programming_language)
Max_(software),Pure_Data
Mesa_(programming_language),C++
Mesa_(programming_language),Java_(programming_language)
Mesa_(programming_language),Modula-2
Mesa_(programming_language),Modula-3
Mesa_(programming_language),PostScript
Microsoft_Excel,Microsoft_Power_Fx
Miranda_(programming_language),Clean_(programming_language)
Miranda_(programming_language),Haskell
Miranda_(programming_language),Microsoft_Power_Fx
Miranda_(programming_language),Orwell_(programming_language)
Modula,Alma-0
Modula,Go_(programming_language)
Modula,Modula-2
Modula,ParaSail_(programming_language)
Modula-2,Ada_(programming_language)
Modula-2,Alma-0
Modula-2,C++
Modula-2,Fortran
Modula-2,Go_(programming_language)
Modula-2,Lua_(programming_language)
Modula-2,Modula-2+
Modula-2,Modula-3
Modula-2,Oberon-2
Modula-2,Oberon_(programming_language)
Modula-2,Object_Oberon
Modula-2,Seed7
Modula-2,Zonnon
Modula-2+,Modula-3
Modula-3,C_Sharp_(programming_language)
Modula-3,Java_(programming_language)
Modula-3,Nim_(programming_language)
Modula-3,OCaml
Modula-3,Python_(programming_language)
Modula-3,Rust_(programming_language)
MultiLisp,Gambit_(Scheme_implementation)
MultiLisp,Interlisp
MultiLisp,VAX
Natural-language_programming,AppleScript
Natural-language_programming,HyperTalk
NekoVM,Haxe
Newsqueak,Alef_(programming_language)
Newsqueak,Go_(programming_language)
Newsqueak,Limbo_(programming_language)
Newsqueak,Rust_(programming_language)
NewtonScript,Io_(programming_language)
Nineteen_Eighty-Four,Newspeak_(programming_language)
OCaml,ATS_(programming_language)
OCaml,Coq
OCaml,Elm_(programming_language)
OCaml,F*_(programming_language)
OCaml,F_Sharp_(programming_language)
OCaml,Flix_(programming_language)
OCaml,Hack_(programming_language)
OCaml,Haxe
OCaml,Opa_(programming_language)
OCaml,Rust_(programming_language)
OCaml,Scala_(programming_language)
Oaklisp,Dylan_(programming_language)
Oaklisp,EuLisp
Oaklisp,Java_(programming_language)
Oberon-2,Active_Oberon
Oberon-2,Component_Pascal
Oberon-2,Go_(programming_language)
Oberon-2,Nim_(programming_language)
